provincia_id,provincia_nombre,causa_id,caso_id_ministerio_publico,circunscripcion_id,circunscripcion_descripcion,unidad_id,unidad_descripcion,caso_fecha_inicio,causa_fecha_hecho,delito_codigo,delito_descripcion,delito_tentativa,delito_estadistico,fecha_envio
26,Chubut,265/11950,4/103080,5,Comodoro Rivadavia,265,CR - Oficina Judicial,2020-01-28,,317,"robo con armas, o en despoblado y en banda",NO,Robo,2020-02-18
26,Chubut,266/5067,2/46814,4,Esquel,266,EQ - Oficina Judicial,2020-01-28,,,,,Sin informar,2020-02-18
26,Chubut,268/2152,5/11727,6,Sarmiento,268,SAR - Oficina Judicial,2020-01-28,,312,hurto agravado,NO,Hurto,2020-02-18
26,Chubut,268/2152,5/11727,6,Sarmiento,268,SAR - Oficina Judicial,2020-01-28,,314,robo simple,NO,Robo,2020-02-18
26,Chubut,268/2152,5/11727,6,Sarmiento,268,SAR - Oficina Judicial,2020-01-28,,321,robo agravado,NO,Robo,2020-02-18
26,Chubut,269/8800,1/89354,2,Trelew,269,TW - Oficina Judicial,2020-01-29,,384,portación de arma de fuego sin autorización,NO,Sin clasificar,2020-02-18
26,Chubut,267/8841,3/70222,3,Puerto Madryn,267,PM - Oficina Judicial,2020-01-29,,294,amenazas simples /agravadas,NO,Amenazas,2020-02-18
26,Chubut,267/8841,3/70222,3,Puerto Madryn,267,PM - Oficina Judicial,2020-01-29,,383,tenencia de arma de fuego sin autorización,NO,Sin clasificar,2020-02-18
26,Chubut,267/8842,3/70250,3,Puerto Madryn,267,PM - Oficina Judicial,2020-01-29,,297,violación de domicilio,NO,Violación de domicilio,2020-02-18
26,Chubut,267/8843,3/70254,3,Puerto Madryn,267,PM - Oficina Judicial,2020-01-29,,455,atentado a la autoridad / coacción contra el funcionario público,NO,Coacción,2020-02-18
26,Chubut,267/8843,3/70254,3,Puerto Madryn,267,PM - Oficina Judicial,2020-01-29,,456,atentado a la autoridad agravado / coacción contra el funcionario público agravada,NO,Coacción,2020-02-18
26,Chubut,265/11951,4/100290,5,Comodoro Rivadavia,265,CR - Oficina Judicial,2020-01-29,,,,,Sin informar,2020-02-18
26,Chubut,265/11952,4/103104,5,Comodoro Rivadavia,265,CR - Oficina Judicial,2020-01-29,,314,robo simple,NO,Robo,2020-02-18
26,Chubut,269/8801,1/89385,2,Trelew,269,TW - Oficina Judicial,2020-01-30,,314,robo simple,NO,Robo,2020-02-18
26,Chubut,267/8844,3/70283,3,Puerto Madryn,267,PM - Oficina Judicial,2020-01-30,,311,hurto simple,NO,Hurto,2020-02-18
26,Chubut,265/11953,4/103132,5,Comodoro Rivadavia,265,CR - Oficina Judicial,2020-01-30,,369,daño simple / sabotaje informático,NO,Daños,2020-02-18
26,Chubut,265/11954,4/103133,5,Comodoro Rivadavia,265,CR - Oficina Judicial,2020-01-30,,314,robo simple,SI,Robo,2020-02-18
26,Chubut,265/11955,4/103138,5,Comodoro Rivadavia,265,CR - Oficina Judicial,2020-01-30,,312,hurto agravado,SI,Hurto,2020-02-18
26,Chubut,265/11956,4/101873,5,Comodoro Rivadavia,265,CR - Oficina Judicial,2020-01-30,,200,homicidio simple,SI,Homicidio doloso,2020-02-18
26,Chubut,266/5068,2/48868,4,Esquel,266,EQ - Oficina Judicial,2020-01-30,,321,robo agravado,NO,Robo,2020-02-18
26,Chubut,267/8845,3/70284,3,Puerto Madryn,267,PM - Oficina Judicial,2020-01-31,,317,"robo con armas, o en despoblado y en banda",NO,Robo,2020-02-18
26,Chubut,267/8846,3/70727,3,Puerto Madryn,267,PM - Oficina Judicial,2020-01-31,,200,homicidio simple,SI,Homicidio doloso,2020-02-18
26,Chubut,267/8846,3/70727,3,Puerto Madryn,267,PM - Oficina Judicial,2020-01-31,,270,privación ilegal de la libertad agravada,NO,Sin clasificar,2020-02-18
26,Chubut,267/8846,3/70727,3,Puerto Madryn,267,PM - Oficina Judicial,2020-01-31,,314,robo simple,NO,Robo,2020-02-18
26,Chubut,267/8847,3/70298,3,Puerto Madryn,267,PM - Oficina Judicial,2020-01-31,,212,lesiones leves (dolosas),NO,Lesiones dolosas,2020-02-18
26,Chubut,267/8847,3/70298,3,Puerto Madryn,267,PM - Oficina Judicial,2020-01-31,,294,amenazas simples /agravadas,NO,Amenazas,2020-02-18
26,Chubut,267/8847,3/70298,3,Puerto Madryn,267,PM - Oficina Judicial,2020-01-31,,369,daño simple / sabotaje informático,NO,Daños,2020-02-18
26,Chubut,267/8847,3/70298,3,Puerto Madryn,267,PM - Oficina Judicial,2020-01-31,,381,fabricación o tenencia de bombas y materiales peligrosos,NO,Sin clasificar,2020-02-18
26,Chubut,265/11957,4/103163,5,Comodoro Rivadavia,265,CR - Oficina Judicial,2020-01-31,,311,hurto simple,NO,Hurto,2020-02-18
